Value,Count,bps_aoi,evt_aoi,Freq,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,FRG_NEW,ACRES,REL_PERCEN,Freq_1,ACRES_1,REL_PERCEN_1,Freq_12,EVT_NAME,EVT_PHYS,EVT_GP_N,ACRES_12,REL_PERCEN_12
2415,20.000000000000000,1597,9203,2478365.000000000000000,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,V-B,551175.000000000000000,0.900000000000000,12837.000000000000000,2855.000000000000000,0.000000000000000,12837.000000000000000,Northern Great Lakes Interdunal Wetland,Riparian,Inland Marshes and Prairies,2855.000000000000000,0.000000000000000
2416,56418.000000000000000,1629,7301,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
2417,37895.000000000000000,1629,7299,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,8686208.000000000000000,1931766.000000000000000,3.100000000000000,8686208.000000000000000,Developed-Roads,Developed-Roads,Developed-Roads,1931766.000000000000000,3.100000000000000
2418,1100.000000000000000,1633,9055,404994.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,90068.000000000000000,0.100000000000000,987323.000000000000000,219575.000000000000000,0.300000000000000,987323.000000000000000,Boreal-Laurentian Bog,Riparian,Peatland Forests,219575.000000000000000,0.300000000000000
2419,361.000000000000000,1591,7412,2215109.000000000000000,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,V-A,492628.000000000000000,0.800000000000000,29037.000000000000000,6458.000000000000000,0.000000000000000,29037.000000000000000,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie,6458.000000000000000,0.000000000000000
2420,5222.000000000000000,1628,7975,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,5848686.000000000000000,1300716.000000000000000,2.100000000000000,5848686.000000000000000,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop,1300716.000000000000000,2.100000000000000
2421,1842.000000000000000,1628,9118,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,1192282.000000000000000,265157.000000000000000,0.400000000000000,1192282.000000000000000,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,265157.000000000000000,0.400000000000000
2422,1192.000000000000000,1628,7978,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,1031780.000000000000000,229462.000000000000000,0.400000000000000,1031780.000000000000000,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,229462.000000000000000,0.400000000000000
2423,188.000000000000000,1607,7412,1954276.000000000000000,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,III-A,434621.000000000000000,0.700000000000000,29037.000000000000000,6458.000000000000000,0.000000000000000,29037.000000000000000,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie,6458.000000000000000,0.000000000000000
2424,6098.000000000000000,1628,9120,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,5027056.000000000000000,1117990.000000000000000,1.800000000000000,5027056.000000000000000,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,1117990.000000000000000,1.800000000000000
2425,49883.000000000000000,1629,7239,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,3271491.000000000000000,727562.000000000000000,1.200000000000000,3271491.000000000000000,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,727562.000000000000000,1.200000000000000
2426,112.000000000000000,1641,9089,4975.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,1106.000000000000000,0.000000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
2427,15242.000000000000000,1628,7908,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,684418.000000000000000,152211.000000000000000,0.200000000000000,684418.000000000000000,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous,152211.000000000000000,0.200000000000000
2428,11330.000000000000000,1628,7926,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,288158.000000000000000,64085.000000000000000,0.100000000000000,288158.000000000000000,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,64085.000000000000000,0.100000000000000
2429,36962.000000000000000,1628,7296,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,1480081.000000000000000,329162.000000000000000,0.500000000000000,1480081.000000000000000,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity,329162.000000000000000,0.500000000000000
2430,4922.000000000000000,1622,9118,11128388.000000000000000,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,III-A,2474894.000000000000000,3.900000000000000,1192282.000000000000000,265157.000000000000000,0.400000000000000,1192282.000000000000000,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,265157.000000000000000,0.400000000000000
2431,193.000000000000000,1641,7366,4975.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,1106.000000000000000,0.000000000000000,3509499.000000000000000,780494.000000000000000,1.200000000000000,3509499.000000000000000,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,780494.000000000000000,1.200000000000000
2432,1.000000000000000,1611,7298,2147.000000000000000,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,477.000000000000000,0.000000000000000,316011.000000000000000,70279.000000000000000,0.100000000000000,316011.000000000000000,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity,70279.000000000000000,0.100000000000000
2433,65.000000000000000,1625,9057,4906393.000000000000000,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,III-B,1091156.000000000000000,1.700000000000000,1108599.000000000000000,246546.000000000000000,0.400000000000000,1108599.000000000000000,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,246546.000000000000000,0.400000000000000
2434,230.000000000000000,1633,9317,404994.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,90068.000000000000000,0.100000000000000,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
2435,51351.000000000000000,1628,7407,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,671161.000000000000000,149263.000000000000000,0.200000000000000,671161.000000000000000,Laurentian Pine Barrens,Conifer,Jack Pine Forest,149263.000000000000000,0.200000000000000
2436,980.000000000000000,1625,9318,4906393.000000000000000,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,III-B,1091156.000000000000000,1.700000000000000,398555.000000000000000,88636.000000000000000,0.100000000000000,398555.000000000000000,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation,88636.000000000000000,0.100000000000000
2437,18611.000000000000000,1628,7977,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,9834796.000000000000000,2187206.000000000000000,3.500000000000000,9834796.000000000000000,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland,2187206.000000000000000,3.500000000000000
2438,2643.000000000000000,1625,9314,4906393.000000000000000,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,III-B,1091156.000000000000000,1.700000000000000,390782.000000000000000,86908.000000000000000,0.100000000000000,390782.000000000000000,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest,86908.000000000000000,0.100000000000000
2439,3994.000000000000000,1628,7929,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,683344.000000000000000,151972.000000000000000,0.200000000000000,683344.000000000000000,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous,151972.000000000000000,0.200000000000000
2440,1452.000000000000000,1629,9317,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
2441,19788.000000000000000,1629,9817,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
2442,167.000000000000000,1637,7978,6245192.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,1388897.000000000000000,2.200000000000000,1031780.000000000000000,229462.000000000000000,0.400000000000000,1031780.000000000000000,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,229462.000000000000000,0.400000000000000
2443,383.000000000000000,1633,7407,404994.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,90068.000000000000000,0.100000000000000,671161.000000000000000,149263.000000000000000,0.200000000000000,671161.000000000000000,Laurentian Pine Barrens,Conifer,Jack Pine Forest,149263.000000000000000,0.200000000000000
2444,331.000000000000000,1629,9057,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,1108599.000000000000000,246546.000000000000000,0.400000000000000,1108599.000000000000000,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,246546.000000000000000,0.400000000000000
2445,36.000000000000000,1589,9601,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,14067.000000000000000,3128.000000000000000,0.000000000000000,14067.000000000000000,Great Lakes Dune Grassland,Grassland,Atlantic Dunes and Grasslands,3128.000000000000000,0.000000000000000
2446,28.000000000000000,1629,7928,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,22204.000000000000000,4938.000000000000000,0.000000000000000,22204.000000000000000,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland,4938.000000000000000,0.000000000000000
2447,38991.000000000000000,2724,7241,9728213.000000000000000,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,230,-9999,40,34,I-C,2163502.000000000000000,3.400000000000000,2690522.000000000000000,598358.000000000000000,1.000000000000000,2690522.000000000000000,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,598358.000000000000000,1.000000000000000
2448,28.000000000000000,1640,7238,175216.000000000000000,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,38967.000000000000000,0.100000000000000,4140440.000000000000000,920812.000000000000000,1.500000000000000,4140440.000000000000000,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,920812.000000000000000,1.500000000000000
2449,20.000000000000000,1640,7240,175216.000000000000000,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,38967.000000000000000,0.100000000000000,543822.000000000000000,120943.000000000000000,0.200000000000000,543822.000000000000000,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,120943.000000000000000,0.200000000000000
2450,1462.000000000000000,1625,9601,4906393.000000000000000,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,III-B,1091156.000000000000000,1.700000000000000,14067.000000000000000,3128.000000000000000,0.000000000000000,14067.000000000000000,Great Lakes Dune Grassland,Grassland,Atlantic Dunes and Grasslands,3128.000000000000000,0.000000000000000
2451,1440.000000000000000,1629,7926,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,288158.000000000000000,64085.000000000000000,0.100000000000000,288158.000000000000000,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,64085.000000000000000,0.100000000000000
2452,6982.000000000000000,1628,7242,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,264346.000000000000000,58789.000000000000000,0.100000000000000,264346.000000000000000,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,58789.000000000000000,0.100000000000000
2453,1558.000000000000000,1599,9314,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,390782.000000000000000,86908.000000000000000,0.100000000000000,390782.000000000000000,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest,86908.000000000000000,0.100000000000000
2454,360.000000000000000,1622,9203,11128388.000000000000000,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,III-A,2474894.000000000000000,3.900000000000000,12837.000000000000000,2855.000000000000000,0.000000000000000,12837.000000000000000,Northern Great Lakes Interdunal Wetland,Riparian,Inland Marshes and Prairies,2855.000000000000000,0.000000000000000
2455,2810.000000000000000,1622,9601,11128388.000000000000000,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,III-A,2474894.000000000000000,3.900000000000000,14067.000000000000000,3128.000000000000000,0.000000000000000,14067.000000000000000,Great Lakes Dune Grassland,Grassland,Atlantic Dunes and Grasslands,3128.000000000000000,0.000000000000000
2456,252.000000000000000,1633,7240,404994.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,90068.000000000000000,0.100000000000000,543822.000000000000000,120943.000000000000000,0.200000000000000,543822.000000000000000,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,120943.000000000000000,0.200000000000000
2457,7.000000000000000,1616,9057,457578.000000000000000,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,1016,-9999,-9999,1016,V-B,101763.000000000000000,0.200000000000000,1108599.000000000000000,246546.000000000000000,0.400000000000000,1108599.000000000000000,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,246546.000000000000000,0.400000000000000
2458,28513.000000000000000,1622,7242,11128388.000000000000000,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,III-A,2474894.000000000000000,3.900000000000000,264346.000000000000000,58789.000000000000000,0.100000000000000,264346.000000000000000,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,58789.000000000000000,0.100000000000000
2459,1245.000000000000000,1589,7240,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,543822.000000000000000,120943.000000000000000,0.200000000000000,543822.000000000000000,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,120943.000000000000000,0.200000000000000
2460,687.000000000000000,1628,9055,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,987323.000000000000000,219575.000000000000000,0.300000000000000,987323.000000000000000,Boreal-Laurentian Bog,Riparian,Peatland Forests,219575.000000000000000,0.300000000000000
2461,150.000000000000000,1641,7362,4975.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,1106.000000000000000,0.000000000000000,4623228.000000000000000,1028181.000000000000000,1.600000000000000,4623228.000000000000000,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,1028181.000000000000000,1.600000000000000
2462,19133.000000000000000,1628,7240,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,543822.000000000000000,120943.000000000000000,0.200000000000000,543822.000000000000000,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,120943.000000000000000,0.200000000000000
2463,180.000000000000000,1599,7412,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,29037.000000000000000,6458.000000000000000,0.000000000000000,29037.000000000000000,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Tallgrass Prairie,6458.000000000000000,0.000000000000000
2464,5.000000000000000,1640,7909,175216.000000000000000,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,38967.000000000000000,0.100000000000000,19847.000000000000000,4414.000000000000000,0.000000000000000,19847.000000000000000,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland,4414.000000000000000,0.000000000000000
2465,353.000000000000000,1628,9620,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,2468089.000000000000000,548890.000000000000000,0.900000000000000,2468089.000000000000000,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies,548890.000000000000000,0.900000000000000
2466,723.000000000000000,1633,9202,404994.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,90068.000000000000000,0.100000000000000,83692.000000000000000,18613.000000000000000,0.000000000000000,83692.000000000000000,Northern Great Lakes Coastal Marsh,Riparian,Inland Marshes and Prairies,18613.000000000000000,0.000000000000000
2467,2645.000000000000000,1589,7906,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,659226.000000000000000,146608.000000000000000,0.200000000000000,659226.000000000000000,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,146608.000000000000000,0.200000000000000
2468,2507.000000000000000,1628,7243,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,68104.000000000000000,15146.000000000000000,0.000000000000000,68104.000000000000000,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,15146.000000000000000,0.000000000000000
2469,10890.000000000000000,1589,7975,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,5848686.000000000000000,1300716.000000000000000,2.100000000000000,5848686.000000000000000,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop,1300716.000000000000000,2.100000000000000
2470,86.000000000000000,1599,9617,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,140173.000000000000000,31174.000000000000000,0.000000000000000,140173.000000000000000,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,31174.000000000000000,0.000000000000000
2471,18800.000000000000000,1589,7974,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,14263552.000000000000000,3172138.000000000000000,5.100000000000000,14263552.000000000000000,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop,3172138.000000000000000,5.100000000000000
2472,10845.000000000000000,1589,7905,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,1134481.000000000000000,252303.000000000000000,0.400000000000000,1134481.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest,252303.000000000000000,0.400000000000000
2473,10.000000000000000,1599,7243,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,68104.000000000000000,15146.000000000000000,0.000000000000000,68104.000000000000000,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,15146.000000000000000,0.000000000000000
2474,43826.000000000000000,1589,7299,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,8686208.000000000000000,1931766.000000000000000,3.100000000000000,8686208.000000000000000,Developed-Roads,Developed-Roads,Developed-Roads,1931766.000000000000000,3.100000000000000
2475,3.000000000000000,1615,7314,10080895.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,2241937.000000000000000,3.600000000000000,193227.000000000000000,42973.000000000000000,0.100000000000000,193227.000000000000000,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest,42973.000000000000000,0.100000000000000
2476,8.000000000000000,1589,9617,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,140173.000000000000000,31174.000000000000000,0.000000000000000,140173.000000000000000,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,31174.000000000000000,0.000000000000000
2477,14106.000000000000000,1628,7297,4488625.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,998246.000000000000000,1.600000000000000,702037.000000000000000,156129.000000000000000,0.200000000000000,702037.000000000000000,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity,156129.000000000000000,0.200000000000000
2478,1219.000000000000000,1596,7240,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,543822.000000000000000,120943.000000000000000,0.200000000000000,543822.000000000000000,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,120943.000000000000000,0.200000000000000
2479,1937.000000000000000,1629,7905,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,1134481.000000000000000,252303.000000000000000,0.400000000000000,1134481.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest,252303.000000000000000,0.400000000000000
2480,7.000000000000000,1616,9202,457578.000000000000000,13023_51,Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood,Hardwood,1016,-9999,-9999,1016,V-B,101763.000000000000000,0.200000000000000,83692.000000000000000,18613.000000000000000,0.000000000000000,83692.000000000000000,Northern Great Lakes Coastal Marsh,Riparian,Inland Marshes and Prairies,18613.000000000000000,0.000000000000000
2481,1157.000000000000000,1589,7238,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,4140440.000000000000000,920812.000000000000000,1.500000000000000,4140440.000000000000000,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,920812.000000000000000,1.500000000000000
2482,123.000000000000000,1589,9057,1712019.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,380744.000000000000000,0.600000000000000,1108599.000000000000000,246546.000000000000000,0.400000000000000,1108599.000000000000000,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,246546.000000000000000,0.400000000000000
2483,116.000000000000000,1614,9202,23476895.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,5221136.000000000000000,8.300000000000001,83692.000000000000000,18613.000000000000000,0.000000000000000,83692.000000000000000,Northern Great Lakes Coastal Marsh,Riparian,Inland Marshes and Prairies,18613.000000000000000,0.000000000000000
2484,3906.000000000000000,1629,7977,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,9834796.000000000000000,2187206.000000000000000,3.500000000000000,9834796.000000000000000,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland,2187206.000000000000000,3.500000000000000
2485,2186.000000000000000,1629,7974,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,14263552.000000000000000,3172138.000000000000000,5.100000000000000,14263552.000000000000000,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop,3172138.000000000000000,5.100000000000000
2486,3891.000000000000000,1629,7296,611451.000000000000000,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,I-B,135983.000000000000000,0.200000000000000,1480081.000000000000000,329162.000000000000000,0.500000000000000,1480081.000000000000000,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity,329162.000000000000000,0.500000000000000
